uid,lapse_date,subscription_date,price
10002570,2017-07-26,2017-08-01,99
10002571,2017-01-29,2017-02-22,199
10002572,2016-10-04,,0
10002573,2017-09-15,2017-10-06,299
10002574,2016-10-03,,0
10002575,2016-08-02,2016-08-02,199
10002576,2017-03-19,,0
10002577,2016-10-30,2016-11-18,99
10002578,2017-07-29,2017-08-01,199
10002579,2017-10-06,2017-10-08,199
10002580,2016-11-03,2016-11-20,499
10002581,2017-10-15,2017-11-09,299
10002582,2017-06-13,2017-06-16,499
10002583,2018-01-18,2018-01-20,499
10002584,2017-06-04,2017-06-30,499
10002585,2016-09-02,,0
10002586,2016-05-13,,0
10002587,2017-09-12,2017-10-03,199
10002588,2016-07-24,,0
10002589,2016-03-23,,0
10002590,2016-11-23,2016-12-21,499
10002591,2016-07-24,2016-07-26,299
10002592,2017-01-08,2017-01-27,199
10002593,2018-01-11,,0
10002594,2017-09-22,2017-10-06,99
10002595,2016-07-20,2016-08-19,299
10002596,2016-03-08,2016-04-07,99
10002597,2017-10-27,2017-11-08,299
10002598,2016-08-19,,0
10002599,2016-04-04,,0
10002600,2017-05-31,2017-06-20,199
10002601,2017-04-30,2017-05-30,99
10002602,2017-12-31,2018-01-08,99
10002603,2018-01-27,2018-01-28,99
10002604,2017-03-15,2017-03-18,499
10002605,2018-02-24,,0
10002606,2016-06-29,2016-07-08,199
10002607,2017-06-16,2017-06-24,199
10002608,2017-10-28,2017-11-21,99
10002609,2018-01-10,2018-01-10,499
10002610,2017-08-01,2017-08-28,299
10002611,2016-11-04,2016-11-25,499
10002612,2016-03-06,2016-03-27,99
10002613,2017-10-17,,0
10002614,2016-07-24,2016-08-14,99
10002615,2016-03-04,2016-04-02,499
10002616,2018-01-25,,0
10002617,2018-01-15,2018-01-16,99
10002618,2017-03-03,2017-03-10,99
10002619,2016-10-11,2016-10-15,499
10002620,2017-08-21,,0
10002621,2016-12-19,2016-12-28,299
10002622,2016-02-13,2016-02-23,199
10002623,2016-03-21,2016-04-19,499
10002624,2018-03-01,2018-03-05,499
10002625,2016-09-20,2016-10-01,99
10002626,2017-07-24,,0
10002627,2017-10-08,2017-11-05,199
10002628,2016-05-06,2016-06-03,99
10002629,2017-01-08,2017-01-21,499
10002630,2016-08-11,2016-08-13,99
10002631,2017-06-25,2017-07-02,499
10002632,2017-04-26,2017-05-06,99
10002633,2016-06-04,,0
10002634,2016-04-21,,0
10002635,2016-02-07,2016-02-22,499
10002636,2016-12-26,2017-01-03,99
10002637,2016-04-23,2016-04-30,199
10002638,2017-07-20,,0
10002639,2017-10-18,,0
10002640,2017-07-11,2017-08-05,499
10002641,2016-05-23,2016-05-27,99
10002642,2017-04-15,,0
10002643,2018-03-03,2018-03-08,199
10002644,2017-11-18,,0
10002645,2016-02-19,,0
10002646,2016-02-09,,0
10002647,2016-08-03,2016-08-09,199
10002648,2016-03-09,2016-03-25,199
10002649,2018-01-23,2018-02-03,299
10002650,2016-06-13,,0
10002651,2016-05-12,2016-06-11,99
10002652,2016-06-28,2016-07-25,199
10002653,2016-05-03,2016-05-17,299
10002654,2016-06-19,2016-07-12,299
10002655,2016-11-21,,0
10002656,2018-03-15,,0
10002657,2017-09-15,,0
10002658,2017-07-28,,0
10002659,2016-08-06,2016-09-02,99
10002660,2016-06-15,2016-06-25,199
10002661,2016-07-15,2016-07-30,99
10002662,2017-05-22,2017-06-20,499
10002663,2016-06-26,2016-07-17,299
10002664,2016-10-02,,0
10002665,2016-08-01,2016-08-29,499
10002666,2016-02-09,,0
10002667,2017-04-11,,0
10002668,2016-07-05,2016-07-20,99
10002669,2017-12-19,2017-12-24,99
10002670,2016-05-24,,0
10002671,2018-02-24,2018-02-24,99
10002672,2016-07-16,,0
10002673,2017-06-02,2017-06-06,299
10002674,2017-04-12,,0
10002675,2016-09-10,,0
10002676,2016-08-09,2016-08-20,199
10002677,2017-08-29,2017-09-07,99
10002678,2016-07-22,2016-08-07,199
10002679,2016-10-14,2016-10-27,299
10002680,2018-01-15,,0
10002681,2017-04-25,2017-05-19,199
10002682,2017-06-15,,0
10002683,2016-04-17,,0
10002684,2017-10-07,,0
10002685,2016-09-13,2016-10-10,299
10002686,2016-09-13,2016-09-19,99
10002687,2018-02-08,,0
10002688,2017-09-30,,0
10002689,2016-04-16,2016-04-30,299
10002690,2016-03-04,2016-03-22,499
10002691,2017-09-16,2017-10-04,299
10002692,2016-04-09,,0
10002693,2017-03-21,,0
10002694,2018-01-31,2018-02-16,99
10002695,2017-04-23,2017-05-17,99
10002696,2017-01-27,2017-02-01,99
10002697,2017-02-04,,0
10002698,2017-03-05,,0
10002699,2016-05-30,,0
10002700,2016-03-19,2016-04-12,99
10002701,2016-04-08,2016-04-26,299
10002702,2017-01-04,,0
10002703,2016-04-25,,0
10002704,2017-02-11,2017-02-13,99
10002705,2017-02-19,2017-02-24,499
10002706,2016-11-02,2016-11-09,199
10002707,2018-03-09,2018-03-12,99
10002708,2016-08-23,2016-09-19,199
10002709,2018-02-14,2018-02-23,499
10002710,2016-04-05,2016-04-05,499
10002711,2016-04-19,,0
10002712,2017-07-10,2017-08-01,199
10002713,2016-12-21,2017-01-01,299
10002714,2017-02-12,2017-03-12,299
10002715,2017-12-12,,0
10002716,2017-12-02,2017-12-23,299
10002717,2017-10-20,,0
10002718,2017-01-11,,0
10002719,2018-01-04,2018-01-26,299
10002720,2017-04-10,,0
10002721,2017-12-26,2018-01-15,99
10002722,2017-02-12,2017-02-24,99
10002723,2018-02-12,,0
10002724,2017-12-11,,0
10002725,2016-02-15,,0
10002726,2017-04-29,,0
10002727,2016-08-11,2016-08-26,299
10002728,2016-09-20,,0
10002729,2016-10-20,,0
10002730,2017-04-21,,0
10002731,2016-03-25,2016-04-11,299
10002732,2017-12-23,2018-01-11,299
10002733,2016-02-04,2016-02-18,199
10002734,2016-10-14,2016-11-08,199
10002735,2017-01-26,2017-02-09,499
10002736,2016-09-27,2016-09-27,99
10002737,2017-05-27,2017-06-26,99
10002738,2017-12-06,2017-12-22,299
10002739,2017-05-06,2017-05-16,499
10002740,2016-06-17,2016-06-25,299
10002741,2017-04-26,2017-04-26,199
10002742,2016-12-20,,0
10002743,2017-05-18,,0
10002744,2018-02-10,2018-03-03,499
10002745,2017-10-06,,0
10002746,2017-05-22,2017-06-01,99
10002747,2016-08-11,2016-09-09,299
10002748,2016-12-03,,0
10002749,2017-07-26,,0
10002750,2018-02-28,,0
10002751,2016-09-08,2016-09-25,199
10002752,2016-07-21,2016-08-20,199
10002753,2016-07-09,2016-07-31,499
10002754,2016-07-21,2016-07-27,199
10002755,2016-04-03,2016-04-28,99
10002756,2017-08-26,2017-09-22,199
10002757,2016-04-05,2016-04-24,99
10002758,2016-07-18,2016-08-02,299
10002759,2016-04-21,2016-05-16,199
10002760,2018-02-28,2018-03-06,199
10002761,2016-10-25,2016-10-25,199
10002762,2017-02-14,,0
10002763,2018-03-11,,0
10002764,2016-04-13,2016-05-07,499
10002765,2016-12-28,2017-01-12,199
10002766,2016-08-06,2016-08-23,299
10002767,2016-02-25,2016-03-23,99
10002768,2016-09-15,2016-10-03,299
10002769,2016-05-28,2016-06-16,299
10002770,2017-04-20,2017-05-06,299
10002771,2016-05-18,2016-06-15,99
10002772,2016-09-29,2016-10-28,499
10002773,2017-10-03,,0
10002774,2017-07-18,2017-07-29,499
10002775,2017-05-26,,0
10002776,2017-06-17,,0
10002777,2017-06-12,2017-06-27,99
10002778,2016-03-27,2016-04-23,499
10002779,2016-06-28,2016-07-10,199
10002780,2016-12-07,2016-12-22,299
10002781,2017-08-05,2017-08-26,199
10002782,2017-11-23,2017-12-10,499
10002783,2016-05-31,2016-06-16,499
10002784,2018-03-13,2018-04-01,199
10002785,2016-02-26,2016-03-17,499
10002786,2016-05-22,,0
10002787,2017-06-25,,0
10002788,2016-02-23,,0
10002789,2017-12-12,2018-01-08,499
10002790,2016-10-21,2016-11-05,99
10002791,2016-05-26,2016-06-15,99
10002792,2017-05-25,,0
10002793,2016-12-03,,0
10002794,2016-09-18,2016-10-02,99
10002795,2018-01-01,,0
10002796,2017-06-06,,0
10002797,2018-03-10,2018-03-14,199
10002798,2016-05-30,,0
10002799,2016-11-12,2016-12-01,499
10002800,2017-03-13,2017-04-11,99
10002801,2017-01-23,2017-02-07,299
10002802,2016-07-01,2016-07-11,199
10002803,2017-09-20,,0
10002804,2016-12-21,,0
10002805,2016-10-03,2016-10-25,199
10002806,2016-12-11,2017-01-06,299
10002807,2016-07-11,,0
10002808,2017-10-04,2017-10-22,199
10002809,2017-02-03,2017-03-02,199
10002810,2016-08-03,,0
10002811,2016-11-02,2016-11-26,99
10002812,2017-07-13,,0
10002813,2017-04-11,2017-04-13,299
10002814,2016-10-17,2016-10-24,499
10002815,2016-10-02,2016-10-13,299
10002816,2017-01-03,,0
10002817,2016-03-21,,0
10002818,2016-10-29,2016-11-19,299
10002819,2016-09-22,2016-09-22,299
10002820,2017-09-06,2017-09-09,99
10002821,2017-08-09,,0
10002822,2016-12-02,2016-12-20,499
10002823,2017-05-22,2017-06-05,299
10002824,2017-06-02,2017-06-21,99
10002825,2016-04-20,,0
10002826,2016-11-12,2016-12-06,199
10002827,2017-08-14,2017-08-22,299
10002828,2016-05-08,2016-05-11,99
10002829,2017-05-23,2017-06-06,299
10002830,2017-03-12,2017-03-20,499
10002831,2017-07-21,2017-08-05,199
10002832,2018-01-26,2018-02-22,499
10002833,2017-08-21,,0
10002834,2016-10-12,,0
10002835,2017-11-29,2017-12-15,99
10002836,2017-06-01,2017-06-07,99
10002837,2017-12-04,,0
10002838,2016-08-12,2016-08-25,299
10002839,2017-06-30,,0
10002840,2017-05-09,,0
10002841,2017-06-18,2017-07-07,99
10002842,2016-03-07,2016-03-24,299
10002843,2016-02-16,2016-03-04,199
10002844,2017-11-10,,0
10002845,2017-09-12,,0
10002846,2016-04-13,2016-05-02,299
10002847,2016-12-16,,0
10002848,2016-10-02,2016-10-06,499
10002849,2018-02-09,2018-03-10,299
10002850,2016-08-13,2016-08-24,99
10002851,2018-02-27,2018-03-28,299
10002852,2016-04-29,2016-05-14,199
10002853,2018-03-13,,0
10002854,2016-06-18,2016-06-29,99
10002855,2017-08-16,,0
10002856,2017-11-20,,0
10002857,2018-02-23,2018-03-11,99
10002858,2017-03-03,2017-03-05,499
10002859,2017-05-29,2017-06-02,99
10002860,2017-02-21,2017-03-15,499
10002861,2017-02-02,,0
10002862,2017-05-03,2017-05-19,99
10002863,2017-03-28,2017-04-21,299
10002864,2016-09-19,2016-10-16,99
10002865,2017-07-23,,0
10002866,2017-01-09,2017-01-22,299
10002867,2018-01-20,2018-02-02,499
10002868,2016-06-17,2016-07-17,299
10002869,2017-02-08,2017-02-22,499
10002870,2017-04-12,2017-04-13,99
10002871,2016-07-04,2016-07-07,99
10002872,2017-07-03,2017-07-19,99
10002873,2016-05-25,2016-06-16,299
10002874,2016-05-02,2016-05-23,499
10002875,2017-01-11,2017-01-31,499
10002876,2017-09-16,2017-09-27,499
10002877,2017-07-09,2017-07-11,99
10002878,2017-09-06,2017-09-10,499
10002879,2016-05-01,,0
10002880,2017-12-31,,0
10002881,2017-03-04,,0
10002882,2016-05-15,,0
10002883,2017-09-18,2017-10-13,299
10002884,2017-07-24,,0
10002885,2016-11-05,,0
10002886,2016-02-12,,0
10002887,2016-12-03,2016-12-22,499
10002888,2017-01-29,,0
10002889,2017-11-23,2017-12-09,199
10002890,2016-12-14,,0
10002891,2017-07-22,,0
10002892,2016-09-01,,0
10002893,2016-12-10,,0
10002894,2017-04-30,2017-05-11,199
10002895,2017-03-05,,0
10002896,2018-02-21,,0
10002897,2016-09-09,,0
10002898,2017-09-02,2017-09-14,99
10002899,2016-10-19,2016-11-03,199
10002900,2017-06-10,2017-07-07,499
10002901,2017-10-15,2017-11-07,499
10002902,2016-06-09,2016-06-22,499
10002903,2016-07-08,2016-08-05,99
10002904,2016-11-17,,0
10002905,2017-07-27,2017-08-13,499
10002906,2016-04-29,,0
10002907,2016-12-28,2017-01-08,299
10002908,2017-10-22,2017-11-06,199
10002909,2017-06-20,2017-07-11,299
10002910,2016-06-09,2016-06-21,199
10002911,2016-08-25,,0
10002912,2017-01-25,2017-02-21,499
10002913,2016-03-30,2016-04-19,299
10002914,2016-05-06,2016-05-23,499
10002915,2016-10-03,,0
10002916,2017-05-04,2017-05-04,99
10002917,2016-06-24,,0
10002918,2016-12-06,,0
10002919,2017-10-29,,0
10002920,2017-07-18,2017-07-18,499
10002921,2017-02-15,2017-02-15,99
10002922,2017-01-18,2017-02-07,199
10002923,2016-11-11,2016-12-08,199
10002924,2018-01-19,,0
10002925,2017-06-16,2017-07-12,99
10002926,2016-10-15,2016-11-03,299
10002927,2016-03-23,2016-03-24,299
10002928,2017-08-03,,0
10002929,2017-11-26,,0
10002930,2016-09-03,,0
10002931,2017-04-21,2017-04-22,499
10002932,2016-09-10,,0
10002933,2017-11-16,2017-12-15,299
10002934,2016-05-15,2016-05-16,199
10002935,2017-07-06,2017-07-28,299
10002936,2018-02-23,,0
10002937,2017-02-17,2017-03-13,299
10002938,2016-05-24,2016-06-18,499
10002939,2018-02-14,,0
10002940,2016-04-09,,0
10002941,2017-01-30,2017-02-18,99
10002942,2016-03-15,,0
10002943,2017-12-12,2018-01-10,299
10002944,2016-08-29,2016-09-19,299
10002945,2016-11-02,,0
10002946,2016-05-17,2016-05-19,299
10002947,2017-05-24,,0
10002948,2017-12-10,2017-12-30,299
10002949,2016-08-23,,0
10002950,2016-05-29,,0
10002951,2017-05-31,2017-06-05,99
10002952,2016-05-19,2016-05-27,499
10002953,2017-04-29,,0
10002954,2016-09-26,2016-09-30,199
10002955,2016-02-08,2016-03-02,299
10002956,2017-06-26,2017-07-15,99
10002957,2016-03-14,2016-03-16,299
10002958,2017-02-28,2017-03-25,99
10002959,2016-06-11,,0
10002960,2018-01-18,,0
10002961,2018-02-20,,0
10002962,2017-02-28,,0
10002963,2017-08-11,2017-08-20,99
10002964,2016-08-16,,0
10002965,2017-05-09,,0
10002966,2016-05-31,2016-06-28,299
10002967,2016-11-26,,0
10002968,2016-09-07,2016-09-17,499
10002969,2016-05-04,,0
10002970,2016-11-18,,0
10002971,2016-07-02,2016-07-10,99
10002972,2017-07-09,2017-07-19,99
10002973,2018-01-19,2018-01-31,99
10002974,2018-03-08,2018-03-21,499
10002975,2017-03-28,2017-04-24,99
10002976,2016-07-07,,0
10002977,2016-10-27,,0
10002978,2017-09-02,,0
10002979,2016-10-14,2016-11-07,299
10002980,2018-01-01,2018-01-28,499
10002981,2017-06-29,2017-07-09,499
10002982,2016-09-24,2016-10-23,299
10002983,2017-04-20,2017-05-18,199
10002984,2017-11-05,2017-11-28,99
10002985,2016-07-20,,0
10002986,2016-10-27,,0
10002987,2017-09-23,2017-10-04,499
10002988,2017-10-07,,0
10002989,2017-10-29,2017-11-22,99
10002990,2016-04-07,2016-04-16,499
10002991,2018-03-16,,0
10002992,2016-02-08,2016-03-01,299
10002993,2017-08-09,2017-08-11,499
10002994,2017-04-23,2017-04-26,99
10002995,2016-06-14,2016-07-09,499
10002996,2018-03-01,2018-03-27,499
10002997,2016-02-25,2016-02-26,499
10002998,2017-05-10,,0
10002999,2017-02-08,,0
10003000,2016-08-14,2016-08-15,99
10003001,2018-01-04,,0
10003002,2017-03-08,,0
10003003,2016-06-01,2016-06-06,299
10003004,2018-03-13,2018-04-01,499
10003005,2017-08-12,2017-08-18,199
10003006,2016-08-27,,0
10003007,2016-11-27,,0
10003008,2017-09-23,,0
10003009,2017-06-29,2017-07-02,499
10003010,2017-11-18,2017-12-05,199
10003011,2017-07-18,2017-07-27,499
10003012,2016-03-10,2016-03-20,299
10003013,2017-10-11,2017-10-15,199
10003014,2017-10-04,,0
10003015,2018-02-10,2018-02-20,199
10003016,2016-08-24,2016-09-08,299
10003017,2017-09-05,2017-09-24,99
10003018,2017-12-12,,0
10003019,2017-12-28,,0
10003020,2017-03-18,,0
10003021,2016-12-29,2017-01-04,299
10003022,2016-08-26,2016-09-19,199
10003023,2017-03-11,2017-03-29,99
10003024,2017-02-22,,0
10003025,2017-06-01,2017-06-29,499
10003026,2017-02-16,,0
10003027,2016-10-28,,0
10003028,2017-04-12,2017-04-16,299
10003029,2017-04-05,2017-04-26,299
10003030,2017-11-08,,0
10003031,2017-11-19,2017-12-07,499
10003032,2017-01-10,2017-02-09,99
10003033,2016-06-28,2016-07-19,299
10003034,2017-10-20,,0
10003035,2017-02-26,,0
10003036,2016-08-05,2016-08-26,499
10003037,2016-02-20,,0
10003038,2017-01-03,2017-01-17,199
10003039,2017-02-07,2017-02-15,199
10003040,2018-02-25,2018-03-25,99
10003041,2016-04-07,,0
10003042,2017-04-14,2017-05-07,199
10003043,2016-04-02,2016-05-02,299
10003044,2017-05-31,,0
10003045,2017-10-14,2017-11-09,299
10003046,2017-08-21,,0
10003047,2016-04-25,,0
10003048,2017-03-12,,0
10003049,2018-03-17,2018-03-22,499
10003050,2017-03-01,,0
10003051,2017-10-11,2017-10-21,299
10003052,2017-07-08,2017-07-24,199
10003053,2016-07-25,,0
10003054,2017-01-24,,0
10003055,2017-07-23,2017-08-04,99
10003056,2016-11-17,2016-11-20,299
10003057,2016-06-09,2016-06-23,199
10003058,2018-02-08,,0
10003059,2017-05-24,,0
10003060,2017-11-09,2017-11-25,299
10003061,2017-07-16,2017-08-08,99
10003062,2016-10-21,2016-10-28,499
10003063,2017-12-02,,0
10003064,2017-06-17,2017-07-17,499
10003065,2016-07-09,2016-08-01,299
10003066,2017-07-22,2017-07-24,299
10003067,2016-04-21,,0
10003068,2017-03-19,2017-04-09,99
10003069,2017-05-20,,0
10003070,2016-02-18,,0
10003071,2016-04-09,,0
10003072,2016-06-09,2016-06-13,199
10003073,2017-11-08,,0
10003074,2018-01-30,2018-02-12,199
10003075,2016-12-06,2016-12-16,499
10003076,2017-06-01,,0
10003077,2016-02-15,,0
10003078,2017-06-10,2017-07-10,499
10003079,2016-08-04,2016-08-16,499
10003080,2017-03-23,2017-04-13,99
10003081,2018-01-07,2018-01-26,199
10003082,2018-01-03,2018-01-14,499
10003083,2018-02-15,,0
10003084,2017-04-07,,0
10003085,2016-04-06,,0
10003086,2016-04-21,2016-05-06,99
10003087,2016-03-07,2016-03-22,199
10003088,2018-02-16,,0
10003089,2016-02-17,2016-03-07,199
10003090,2017-06-28,,0
10003091,2016-03-04,2016-03-06,99
10003092,2017-01-14,2017-02-01,299
10003093,2017-02-14,2017-03-06,299
10003094,2017-06-22,2017-07-05,199
10003095,2017-11-07,2017-11-28,199
10003096,2016-10-24,,0
10003097,2017-07-01,,0
10003098,2017-05-30,2017-06-21,99
10003099,2017-01-12,2017-01-14,99
10003100,2017-09-25,2017-09-29,299
10003101,2017-11-25,2017-12-21,199
10003102,2017-04-18,2017-04-26,99
10003103,2017-02-12,2017-02-27,99
10003104,2017-10-22,2017-10-27,99
10003105,2017-08-26,2017-08-29,499
10003106,2017-01-23,,0
10003107,2017-07-22,,0
10003108,2017-10-13,,0
10003109,2016-08-28,2016-09-17,199
10003110,2018-03-12,2018-03-27,499
10003111,2016-03-13,2016-04-09,299
10003112,2016-02-13,2016-02-26,199
10003113,2017-09-23,,0
10003114,2017-09-22,2017-10-14,99
10003115,2017-06-03,,0
10003116,2016-08-05,2016-08-12,299
10003117,2016-04-03,2016-04-19,199
10003118,2017-01-01,2017-01-09,199
10003119,2017-08-08,,0
10003120,2018-02-14,2018-02-21,99
10003121,2018-02-15,2018-03-08,99
10003122,2016-04-15,2016-04-27,99
10003123,2018-03-06,2018-03-24,199
10003124,2016-06-28,2016-07-27,499
10003125,2017-12-25,2018-01-11,499
10003126,2016-08-25,2016-08-31,499
10003127,2017-12-24,2018-01-08,299
10003128,2017-12-16,2017-12-30,299
10003129,2016-09-28,2016-10-22,199
10003130,2017-12-07,2017-12-19,499
10003131,2017-08-28,2017-09-03,299
10003132,2016-09-22,2016-09-22,499
10003133,2016-06-04,2016-06-05,499
10003134,2016-10-14,2016-10-16,499
10003135,2016-05-02,,0
10003136,2018-02-06,,0
10003137,2018-01-07,,0
10003138,2016-08-25,,0
10003139,2017-03-23,2017-04-12,499
10003140,2016-11-14,2016-11-18,499
10003141,2016-09-02,,0
10003142,2017-12-29,,0
10003143,2017-10-30,2017-11-26,99
10003144,2018-03-08,2018-04-05,199
10003145,2017-06-26,,0
10003146,2017-08-26,2017-09-20,499
10003147,2017-02-02,2017-02-12,299
10003148,2017-03-07,2017-03-16,199
10003149,2016-08-19,2016-09-03,99
10003150,2017-09-03,2017-09-23,99
10003151,2016-11-11,,0
10003152,2016-04-03,,0
10003153,2017-11-07,2017-11-17,299
10003154,2018-02-20,,0
10003155,2018-03-05,2018-03-31,299
10003156,2017-01-26,,0
10003157,2016-08-05,2016-08-17,499
10003158,2017-05-28,,0
10003159,2017-02-05,2017-02-12,299
10003160,2016-02-21,,0
10003161,2016-12-04,,0
10003162,2016-03-17,2016-04-12,99
10003163,2016-08-12,2016-09-05,499
10003164,2016-03-28,2016-04-02,499
10003165,2017-08-07,2017-09-03,499
10003166,2017-05-02,,0
10003167,2016-12-29,2017-01-06,299
10003168,2018-02-16,2018-03-12,299
10003169,2016-02-16,2016-03-04,199
10003170,2017-11-06,2017-11-27,299
10003171,2017-06-27,,0
10003172,2018-02-13,2018-02-16,299
10003173,2016-06-29,2016-07-24,499
10003174,2017-10-26,2017-10-31,299
10003175,2016-08-31,,0
10003176,2017-02-25,2017-03-08,299
10003177,2016-11-07,,0
10003178,2017-11-13,,0
10003179,2017-12-02,,0
10003180,2017-07-23,,0
10003181,2017-01-07,2017-01-21,299
10003182,2017-12-05,,0
10003183,2017-10-22,2017-11-06,199
10003184,2017-01-02,2017-01-15,499
10003185,2016-04-15,2016-05-09,499
10003186,2016-05-03,2016-05-27,299
10003187,2017-07-30,2017-07-31,299
10003188,2016-05-25,,0
10003189,2017-03-27,,0
10003190,2016-05-23,,0
10003191,2017-02-02,2017-03-02,499
10003192,2016-03-31,2016-04-10,499
10003193,2016-11-08,,0
10003194,2016-09-24,,0
10003195,2017-10-30,2017-11-06,99
10003196,2016-03-16,,0
10003197,2018-02-10,2018-03-01,99
10003198,2016-08-15,2016-08-18,499
10003199,2018-01-24,,0
10003200,2017-06-13,,0
10003201,2017-09-05,2017-09-14,499
10003202,2018-02-16,2018-03-06,199
10003203,2017-04-24,2017-05-22,499
10003204,2017-12-10,,0
10003205,2016-08-13,2016-09-10,299
10003206,2017-12-16,,0
10003207,2016-08-13,2016-08-31,299
10003208,2017-08-28,2017-09-19,499
10003209,2017-09-04,2017-09-16,99
10003210,2018-02-04,,0
10003211,2016-12-06,2016-12-30,199
10003212,2017-09-13,2017-09-26,499
10003213,2017-08-01,2017-08-18,299
10003214,2017-02-23,2017-03-10,499
10003215,2018-01-07,2018-01-10,99
10003216,2017-04-10,2017-05-05,299
10003217,2018-01-29,2018-02-09,299
10003218,2017-11-22,2017-12-19,299
10003219,2017-06-10,2017-06-30,299
10003220,2016-08-19,,0
10003221,2017-11-27,2017-12-14,299
10003222,2017-07-18,,0
10003223,2016-11-23,2016-12-16,499
10003224,2017-06-08,,0
10003225,2018-01-27,2018-02-24,99
10003226,2016-12-27,2017-01-07,499
10003227,2017-10-26,2017-11-25,499
10003228,2016-10-18,2016-11-11,99
10003229,2016-03-26,2016-04-08,199
10003230,2016-11-08,,0
10003231,2018-03-13,,0
10003232,2018-02-11,2018-03-02,299
10003233,2017-10-30,2017-11-06,99
10003234,2017-04-17,,0
10003235,2016-10-16,,0
10003236,2017-08-15,2017-09-04,99
10003237,2018-02-05,,0
10003238,2016-06-25,,0
10003239,2017-02-25,2017-03-16,499
10003240,2017-02-07,2017-02-24,99
10003241,2016-03-16,2016-03-25,99
10003242,2017-03-03,,0
10003243,2016-10-19,,0
10003244,2017-05-24,,0
10003245,2018-02-15,2018-02-16,499
10003246,2017-08-18,2017-09-17,299
10003247,2017-05-30,2017-05-30,499
10003248,2018-02-16,,0
10003249,2018-01-08,,0
10003250,2017-06-30,2017-06-30,199
10003251,2017-08-25,2017-09-01,199
10003252,2017-12-16,2018-01-14,99
10003253,2017-09-06,2017-09-27,99
10003254,2017-05-31,2017-06-09,99
10003255,2017-09-09,2017-09-30,199
10003256,2017-05-11,2017-06-01,99
10003257,2017-05-11,,0
10003258,2016-02-22,,0
10003259,2017-03-02,,0
10003260,2016-08-27,2016-09-11,299
10003261,2017-08-16,,0
10003262,2016-06-24,2016-06-26,99
10003263,2017-03-26,2017-04-03,299
10003264,2017-01-14,2017-01-21,499
10003265,2016-12-01,2016-12-19,199
10003266,2016-03-15,2016-03-16,99
10003267,2016-05-17,2016-06-12,299
10003268,2016-06-29,2016-06-29,499
10003269,2017-09-28,,0
10003270,2016-10-21,,0
10003271,2016-05-20,2016-06-19,199
10003272,2016-02-18,2016-03-11,299
10003273,2018-02-19,2018-02-20,299
10003274,2017-01-01,,0
10003275,2016-09-26,2016-10-23,499
10003276,2018-01-24,2018-02-14,499
10003277,2018-02-12,2018-02-25,199
10003278,2016-12-24,2017-01-03,199
10003279,2016-11-20,,0
10003280,2017-03-19,2017-04-07,499
10003281,2017-05-06,,0
10003282,2016-04-21,,0
10003283,2016-10-12,2016-10-28,499
10003284,2018-02-13,,0
10003285,2017-01-28,,0
10003286,2018-01-21,,0
10003287,2017-05-02,,0
10003288,2017-04-18,,0
10003289,2017-07-17,2017-08-12,199
10003290,2016-09-25,,0
10003291,2016-10-18,2016-10-25,99
10003292,2016-10-30,2016-11-11,199
10003293,2016-11-06,2016-11-09,499
10003294,2016-06-29,2016-07-15,499
10003295,2016-07-01,2016-07-16,199
10003296,2017-08-26,2017-09-14,499
10003297,2017-11-09,,0
10003298,2016-02-12,,0
10003299,2016-02-14,2016-02-26,299
10003300,2017-06-25,2017-07-22,199
10003301,2017-07-26,2017-08-23,99
10003302,2017-04-20,,0
10003303,2016-12-14,2016-12-23,299
10003304,2018-02-01,2018-02-18,99
10003305,2016-09-25,,0
10003306,2017-07-23,,0
10003307,2018-03-10,2018-04-08,299
10003308,2017-11-15,,0
10003309,2018-03-03,,0
10003310,2016-04-14,2016-04-14,299
10003311,2017-04-09,2017-04-19,99
10003312,2016-11-24,2016-12-24,99
10003313,2018-01-11,,0
10003314,2016-11-22,2016-11-24,299
10003315,2016-02-14,2016-02-14,299
10003316,2017-10-04,2017-10-10,499
10003317,2017-09-25,2017-10-21,199
10003318,2017-03-01,,0
10003319,2016-08-09,,0
10003320,2017-03-27,,0
10003321,2016-05-16,2016-05-30,199
10003322,2017-02-28,,0
10003323,2017-04-13,2017-05-07,99
10003324,2016-02-07,2016-02-10,99
10003325,2016-04-21,2016-05-20,99
10003326,2018-03-06,,0
10003327,2017-11-13,2017-11-21,299
10003328,2017-05-30,2017-06-20,199
10003329,2017-01-22,2017-02-04,99
10003330,2016-12-07,2016-12-08,99
10003331,2017-06-20,,0
10003332,2017-07-03,2017-07-15,499
10003333,2017-11-25,2017-12-14,99
10003334,2017-10-30,,0
10003335,2017-04-24,2017-05-18,299
10003336,2016-11-11,2016-11-22,199
10003337,2016-11-08,,0
10003338,2016-04-14,2016-05-11,499
10003339,2016-03-16,2016-04-14,99
10003340,2017-07-13,2017-08-05,499
10003341,2018-02-14,2018-03-14,99
10003342,2017-12-07,,0
10003343,2017-05-02,,0
10003344,2017-08-28,,0
10003345,2017-03-13,2017-04-04,499
10003346,2016-05-03,2016-05-15,199
10003347,2016-12-18,2016-12-19,299
10003348,2017-05-11,2017-06-07,99
10003349,2017-09-26,2017-10-17,299
10003350,2017-08-07,2017-08-10,199
10003351,2018-02-22,2018-02-28,99
10003352,2016-12-23,,0
10003353,2018-03-08,2018-03-09,499
